yr,InitYear,YearDead,Site,spp,TagNo,TagStatus,Tapedist,Direction,dist,dbh1,tdbh,ht1,Cones,FYC,FALSE,order,site_tag
2002,2002,2014,EF1,P,1821,N,81.3,E,1.3,12.4,12.4,-100,10,0,TRUE,244,EF1_1821
2003,2002,2014,EF1,P,1821,F,81.3,E,1.3,14.3,14.3,-100,12,0,TRUE,245,EF1_1821
2005,2002,2014,EF1,P,1821,F,81.3,E,1.3,17.6,17.6,-100,14,0,TRUE,246,EF1_1821
2008,2002,2014,EF1,P,1821,F,81.3,E,1.3,21.6,21.6,-100,26,0,TRUE,247,EF1_1821
2009,2002,2014,EF1,P,1821,F,81.3,E,1.3,22.8,22.8,-100,24,0,TRUE,248,EF1_1821
2011,2002,2014,EF1,P,1821,F,81.3,E,1.3,24.5,24.5,-100,26,4,TRUE,249,EF1_1821
2013,2002,2014,EF1,P,1821,F,81.3,E,1.3,25.9,25.9,-100,16,0,TRUE,250,EF1_1821
2014,2002,2014,EF1,P,1821,F,81.3,E,1.3,25.9,25.9,-100,27,0,TRUE,251,EF1_1821
2002,2002,2014,EF1,P,1822,N,81.7,E,2.4,2.6,4.318564576,260,0,0,TRUE,252,EF1_1822
2003,2002,2014,EF1,P,1822,F,81.7,E,2.4,2,4.346262762,-100,0,0,TRUE,253,EF1_1822
2005,2002,2014,EF1,P,1822,F,81.7,E,2.4,2,4.346262762,-100,0,0,TRUE,254,EF1_1822
2008,2002,2014,EF1,P,1822,F,81.7,E,2.4,5,5,-100,0,0,TRUE,255,EF1_1822
2009,2002,2014,EF1,P,1822,F,81.7,E,2.4,5.1,5.1,-100,0,0,TRUE,256,EF1_1822
2011,2002,2014,EF1,P,1822,F,81.7,E,2.4,5,5,-100,0,0,TRUE,257,EF1_1822
2013,2002,2014,EF1,P,1822,F,81.7,E,2.4,5,5,-100,0,0,TRUE,258,EF1_1822
2014,2002,2014,EF1,P,1822,F,81.7,E,2.4,5,5,-100,0,0,TRUE,259,EF1_1822
2002,2002,2003,EF1,P,1823,N,83.5,E,2.2,1.1,1.1,140,0,0,TRUE,260,EF1_1823
2003,2002,2003,EF1,P,1823,F,83.5,E,2.2,-100,-100,-100,0,0,TRUE,261,EF1_1823
2002,2002,2014,EF1,P,1824,N,84.2,E,3.9,1.4,1.4,180,0,0,TRUE,262,EF1_1824
2003,2002,2014,EF1,P,1824,F,84.2,E,3.9,3,3,250,0,0,TRUE,263,EF1_1824
2005,2002,2014,EF1,P,1824,F,84.2,E,3.9,6,6,250,0,0,TRUE,264,EF1_1824
2008,2002,2014,EF1,P,1824,F,84.2,E,3.9,9.5,9.5,-100,1,0,TRUE,265,EF1_1824
2009,2002,2014,EF1,P,1824,F,84.2,E,3.9,9.4,9.4,-100,1,0,TRUE,266,EF1_1824
2011,2002,2014,EF1,P,1824,F,84.2,E,3.9,11.5,11.5,-100,7,0,TRUE,267,EF1_1824
2013,2002,2014,EF1,P,1824,F,84.2,E,3.9,12.7,12.7,-100,8,0,TRUE,268,EF1_1824
2014,2002,2014,EF1,P,1824,F,84.2,E,3.9,11.8,11.8,-100,2,0,TRUE,269,EF1_1824
2002,2002,2014,EF1,P,1825,N,84.3,E,4,1.4,1.4,173,0,0,TRUE,270,EF1_1825
2003,2002,2014,EF1,P,1825,F,84.3,E,4,2.7,2.7,231,0,0,TRUE,271,EF1_1825
2005,2002,2014,EF1,P,1825,F,84.3,E,4,4.4,4.4,231,0,0,TRUE,272,EF1_1825
2008,2002,2014,EF1,P,1825,F,84.3,E,4,5.5,5.5,-100,0,0,TRUE,273,EF1_1825
2009,2002,2014,EF1,P,1825,F,84.3,E,4,5.4,5.4,-100,0,0,TRUE,274,EF1_1825
2011,2002,2014,EF1,P,1825,F,84.3,E,4,5.4,5.4,-100,0,0,TRUE,275,EF1_1825
2013,2002,2014,EF1,P,1825,F,84.3,E,4,5.6,5.6,-100,0,0,TRUE,276,EF1_1825
2014,2002,2014,EF1,P,1825,F,84.3,E,4,5.6,5.6,-100,0,0,TRUE,277,EF1_1825
2002,2002,2014,EF1,P,1826,N,84.4,E,4,1.1,1.1,165,0,0,TRUE,278,EF1_1826
2003,2002,2014,EF1,P,1826,F,84.4,E,4,2.5,2.5,255,0,0,TRUE,279,EF1_1826
2005,2002,2014,EF1,P,1826,F,84.4,E,4,4.2,4.2,255,0,0,TRUE,280,EF1_1826
2008,2002,2014,EF1,P,1826,F,84.4,E,4,6.1,6.1,-100,0,0,TRUE,281,EF1_1826
2009,2002,2014,EF1,P,1826,F,84.4,E,4,6.5,6.5,-100,0,0,TRUE,282,EF1_1826
2011,2002,2014,EF1,P,1826,F,84.4,E,4,7.1,7.1,-100,0,0,TRUE,283,EF1_1826
2013,2002,2014,EF1,P,1826,F,84.4,E,4,7.5,7.5,-100,0,0,TRUE,284,EF1_1826
2014,2002,2014,EF1,P,1826,F,84.4,E,4,7.3,7.3,-100,0,0,TRUE,285,EF1_1826
2002,2002,2014,EF1,P,1827,N,85.2,E,3.8,2.9,2.9,175,0,0,TRUE,286,EF1_1827
2003,2002,2014,EF1,P,1827,F,85.2,E,3.8,4.2,4.2,247,0,0,TRUE,287,EF1_1827
2005,2002,2014,EF1,P,1827,F,85.2,E,3.8,6.7,6.7,247,0,0,TRUE,288,EF1_1827
2008,2002,2014,EF1,P,1827,F,85.2,E,3.8,9.3,9.3,-100,0,0,TRUE,289,EF1_1827
2009,2002,2014,EF1,P,1827,F,85.2,E,3.8,8.3,8.3,-100,0,0,TRUE,290,EF1_1827
2011,2002,2014,EF1,P,1827,F,85.2,E,3.8,9.8,9.8,-100,0,0,TRUE,291,EF1_1827
2013,2002,2014,EF1,P,1827,F,85.2,E,3.8,9.9,9.9,-100,0,0,TRUE,292,EF1_1827
2014,2002,2014,EF1,P,1827,F,85.2,E,3.8,9.7,9.7,-100,0,0,TRUE,293,EF1_1827
2002,2002,2003,EF1,P,1828,N,85.8,E,2.7,1.5,1.5,72,0,0,TRUE,294,EF1_1828
2002,2002,2003,EF1,P,1828,NF,85.8,E,2.7,-100,-100,72,0,0,TRUE,295,EF1_1828
2002,2002,2009,EF1,P,1829,N,87.3,E,2,2.7,2.7,108,0,0,TRUE,296,EF1_1829
2003,2002,2009,EF1,P,1829,F,87.3,E,2,3,3,137,0,0,TRUE,297,EF1_1829
2005,2002,2009,EF1,P,1829,F,87.3,E,2,2,2,263,0,0,TRUE,298,EF1_1829
2008,2002,2009,EF1,P,1829,F,87.3,E,2,2.2,2.2,-100,0,0,TRUE,299,EF1_1829
2009,2002,2009,EF1,P,1829,TR,87.3,E,2,-100,-100,-100,0,0,TRUE,300,EF1_1829
2002,2002,2013,EF1,P,1830,N,88.2,E,2.2,3.3,3.3,-100,0,0,TRUE,301,EF1_1830
2003,2002,2013,EF1,P,1830,F,88.2,E,2.2,5.1,5.1,-100,0,0,TRUE,302,EF1_1830
2005,2002,2013,EF1,P,1830,F,88.2,E,2.2,8,8,-100,0,0,TRUE,303,EF1_1830
2008,2002,2013,EF1,P,1830,F,88.2,E,2.2,11.8,11.8,-100,0,0,TRUE,304,EF1_1830
2009,2002,2013,EF1,P,1830,F,88.2,E,2.2,12.8,12.8,-100,0,0,TRUE,305,EF1_1830
2011,2002,2013,EF1,P,1830,F,88.2,E,2.2,14.3,14.3,-100,0,0,TRUE,306,EF1_1830
2013,2002,2013,EF1,P,1830,F,88.2,E,2.2,13.5,13.5,-100,0,0,TRUE,307,EF1_1830
2002,2002,-100,EF1,P,1831,N,88.8,E,2.1,3.8,3.8,-100,0,0,TRUE,308,EF1_1831
2003,2002,-100,EF1,P,1831,F,88.8,E,2.1,4.5,4.5,-100,0,0,TRUE,309,EF1_1831
2005,2002,-100,EF1,P,1831,F,88.8,E,2.1,6.3,6.3,-100,0,0,TRUE,310,EF1_1831
2008,2002,-100,EF1,P,1831,F,88.8,E,2.1,6.8,6.8,-100,0,0,TRUE,311,EF1_1831
2009,2002,-100,EF1,P,1831,F,88.8,E,2.1,7.2,7.2,-100,0,0,TRUE,312,EF1_1831
2011,2002,-100,EF1,P,1831,F,88.8,E,2.1,7.9,7.9,-100,0,0,TRUE,313,EF1_1831
2013,2002,-100,EF1,P,1831,F,88.8,E,2.1,8.2,8.2,-100,1,0,TRUE,314,EF1_1831
2014,2002,-100,EF1,P,1831,F,88.8,E,2.1,8.1,8.1,-100,1,0,TRUE,315,EF1_1831
2002,2002,-100,EF1,P,1832,N,87.8,E,2.7,2.6,2.6,270,0,0,TRUE,316,EF1_1832
2003,2002,-100,EF1,P,1832,F,87.8,E,2.7,3.4,3.4,346,0,0,TRUE,317,EF1_1832
2005,2002,-100,EF1,P,1832,F,87.8,E,2.7,5.3,5.3,346,0,0,TRUE,318,EF1_1832
2008,2002,-100,EF1,P,1832,F,87.8,E,2.7,5.6,5.6,-100,0,0,TRUE,319,EF1_1832
2009,2002,-100,EF1,P,1832,F,87.8,E,2.7,5.9,5.9,-100,0,0,TRUE,320,EF1_1832
2011,2002,-100,EF1,P,1832,F,87.8,E,2.7,6,6,-100,0,0,TRUE,321,EF1_1832
2013,2002,-100,EF1,P,1832,F,87.8,E,2.7,6,6,-100,0,0,TRUE,322,EF1_1832
2014,2002,-100,EF1,P,1832,F,87.8,E,2.7,6.1,6.1,-100,0,0,TRUE,323,EF1_1832
2002,2002,2013,EF1,P,1833,N,88.6,E,2.6,7.8,7.8,-100,0,0,TRUE,324,EF1_1833
2003,2003,2013,EF1,P,1833,F,88.5,E,2.8,9.8,9.8,-100,0,0,TRUE,325,EF1_1833
2005,2003,2013,EF1,P,1833,F,88.5,E,2.8,14.4,14.4,-100,0,0,TRUE,326,EF1_1833
2008,2003,2013,EF1,P,1833,F,88.5,E,2.8,19.3,19.3,-100,0,0,TRUE,327,EF1_1833
2009,2003,2013,EF1,P,1833,F,88.5,E,2.8,21,21,-100,0,0,TRUE,328,EF1_1833
2011,2003,2013,EF1,P,1833,F,88.5,E,2.8,24.2,24.2,-100,0,0,TRUE,329,EF1_1833
2013,2003,2013,EF1,P,1833,F,88.5,E,2.8,24.4,24.4,-100,0,0,TRUE,330,EF1_1833
2002,2002,2014,EF1,P,1834,N,89.1,E,3.1,5.5,5.5,-100,0,0,TRUE,331,EF1_1834
2003,2002,2014,EF1,P,1834,F,89.1,E,3.1,7.2,7.2,-100,1,0,TRUE,332,EF1_1834
2005,2002,2014,EF1,P,1834,F,89.1,E,3.1,11.7,11.7,-100,1,0,TRUE,333,EF1_1834
2008,2002,2014,EF1,P,1834,F,89.1,E,3.1,14.7,14.7,-100,4,0,TRUE,334,EF1_1834
2009,2002,2014,EF1,P,1834,F,89.1,E,3.1,15.6,15.6,-100,16,0,TRUE,335,EF1_1834
2011,2002,2014,EF1,P,1834,F,89.1,E,3.1,17.9,17.9,-100,17,1,TRUE,336,EF1_1834
2013,2002,2014,EF1,P,1834,F,89.1,E,3.1,19,19,-100,16,0,TRUE,337,EF1_1834
2014,2002,2014,EF1,P,1834,F,89.1,E,3.1,19,19,-100,0,0,TRUE,338,EF1_1834
2002,2002,2008,EF1,P,1835,N,90.5,E,0.9,68,68,-100,160,0,TRUE,339,EF1_1835
2003,2002,2008,EF1,P,1835,F,90.5,E,0.9,67.3,67.3,-100,180,0,TRUE,340,EF1_1835
2005,2002,2008,EF1,P,1835,F,90.5,E,0.9,68,68,-100,170,0,TRUE,341,EF1_1835
2008,2002,2008,EF1,P,1835,F,90.5,E,0.9,64,64,-100,0,0,TRUE,342,EF1_1835
2009,2002,2008,EF1,P,1835,F,90.5,E,0.9,-100,-100,-100,0,0,TRUE,343,EF1_1835
2011,2002,2008,EF1,P,1835,TR,90.5,E,0.9,-100,-100,-100,0,0,TRUE,344,EF1_1835
2002,2002,2014,EF1,P,1836,N,86.1,W,2.8,4.5,4.5,-100,0,0,TRUE,345,EF1_1836
2003,2002,2014,EF1,P,1836,F,86.1,W,2.8,6.5,6.5,-100,0,0,TRUE,346,EF1_1836
2005,2002,2014,EF1,P,1836,F,86.1,W,2.8,11,11,-100,4,0,TRUE,347,EF1_1836
2008,2002,2014,EF1,P,1836,F,86.1,W,2.8,16.4,16.4,-100,15,0,TRUE,348,EF1_1836
2009,2002,2014,EF1,P,1836,F,86.1,W,2.8,18.2,18.2,-100,14,0,TRUE,349,EF1_1836
2011,2002,2014,EF1,P,1836,F,86.1,W,2.8,23.8,23.8,-100,18,0,TRUE,350,EF1_1836
2013,2002,2014,EF1,P,1836,F,86.1,W,2.8,25.5,25.5,-100,26,0,TRUE,351,EF1_1836
2014,2002,2014,EF1,P,1836,F,86.1,W,2.8,25.5,25.5,-100,23,0,TRUE,352,EF1_1836
2002,2002,2002,EF1,P,1837,N,80.9,W,0.6,39,39,-100,0,0,TRUE,353,EF1_1837
2002,2002,2002,EF1,P,1838,N,66.6,W,1.6,73.8,73.8,-100,0,0,TRUE,354,EF1_1838
2002,2002,2014,EF1,P,1839,N,56,W,0.2,15.1,15.1,-100,2,0,TRUE,355,EF1_1839
2003,2002,2014,EF1,P,1839,F,56,W,0.2,18.8,18.8,-100,3,0,TRUE,356,EF1_1839
2005,2002,2014,EF1,P,1839,F,56,W,0.2,24.3,24.3,-100,1,0,TRUE,357,EF1_1839
2008,2002,2014,EF1,P,1839,F,56,W,0.2,29.3,29.3,-100,0,0,TRUE,358,EF1_1839
2009,2002,2014,EF1,P,1839,F,56,W,0.2,32.4,32.4,-100,21,0,TRUE,359,EF1_1839
2011,2002,2014,EF1,P,1839,F,56,W,0.2,37.7,37.7,-100,17,4,TRUE,360,EF1_1839
2013,2002,2014,EF1,P,1839,F,56,W,0.2,39.2,39.2,-100,20,0,TRUE,361,EF1_1839
2014,2002,2014,EF1,P,1839,F,56,W,0.2,39.9,39.9,-100,82,0,TRUE,362,EF1_1839
2002,2002,2002,EF1,P,1840,N,56,W,4.1,11.3,11.3,-100,0,0,TRUE,363,EF1_1840
2002,2002,2014,EF1,P,1841,N,53.8,W,1.9,6.6,6.6,-100,2,0,TRUE,364,EF1_1841
2003,2002,2014,EF1,P,1841,F,53.8,W,1.9,7.5,7.5,-100,8,0,TRUE,365,EF1_1841
2005,2002,2014,EF1,P,1841,F,53.8,W,1.9,10.1,10.1,-100,6,0,TRUE,366,EF1_1841
2008,2002,2014,EF1,P,1841,F,53.8,W,1.9,11.9,11.9,-100,8,0,TRUE,367,EF1_1841
2009,2002,2014,EF1,P,1841,F,53.8,W,1.9,12.9,12.9,-100,7,0,TRUE,368,EF1_1841
2011,2002,2014,EF1,P,1841,F,53.8,W,1.9,16.2,16.2,-100,7,1,TRUE,369,EF1_1841
2013,2002,2014,EF1,P,1841,F,53.8,W,1.9,17.3,17.3,-100,12,0,TRUE,370,EF1_1841
2014,2002,2014,EF1,P,1841,F,53.8,W,1.9,17.3,17.3,-100,9,0,TRUE,371,EF1_1841
2002,2002,2003,EF1,P,1842,N,53.5,W,3.2,9.5,9.5,-100,0,0,TRUE,372,EF1_1842
2003,2002,2003,EF1,P,1842,F,53.5,W,3.2,-100,-100,-100,0,0,TRUE,373,EF1_1842
2002,2002,2013,EF1,P,1843,N,48.6,W,1.7,10.3,10.3,-100,1,0,TRUE,374,EF1_1843
2003,2002,2013,EF1,P,1843,F,48.6,W,1.7,11.8,11.8,-100,2,0,TRUE,375,EF1_1843
2005,2002,2013,EF1,P,1843,F,48.6,W,1.7,15.9,15.9,-100,2,0,TRUE,376,EF1_1843
2008,2002,2013,EF1,P,1843,F,48.6,W,1.7,18.8,18.8,-100,0,0,TRUE,377,EF1_1843
2009,2002,2013,EF1,P,1843,F,48.6,W,1.7,19.1,19.1,-100,2,0,TRUE,378,EF1_1843
2011,2002,2013,EF1,P,1843,F,48.6,W,1.7,20,20,-100,1,0,TRUE,379,EF1_1843
2013,2002,2013,EF1,P,1843,F,48.6,W,1.7,20.2,20.2,-100,2,0,TRUE,380,EF1_1843
2002,2002,2002,EF1,P,1844,N,47.7,W,4.2,4.8,4.8,41,0,0,TRUE,381,EF1_1844
2002,2002,2002,EF1,P,1845,N,45.7,W,2.3,0.3,0.3,17,0,0,TRUE,382,EF1_1845
2003,2002,2002,EF1,P,1845,F,45.7,W,2.3,0.3,0.3,22,0,0,TRUE,383,EF1_1845
2005,2002,2002,EF1,P,1845,NF,45.7,W,2.3,-100,-100,-100,0,0,TRUE,384,EF1_1845
2008,2002,2002,EF1,P,1845,TR,45.7,W,2.3,-100,-100,-100,0,0,TRUE,385,EF1_1845
2002,2002,2013,EF1,P,1846,N,46.5,W,4.8,6.3,6.3,-100,2,0,TRUE,386,EF1_1846
2003,2002,2013,EF1,P,1846,F,46.5,W,4.8,7.2,7.2,-100,2,0,TRUE,387,EF1_1846
2005,2002,2013,EF1,P,1846,F,46.5,W,4.8,9.2,9.2,-100,2,0,TRUE,388,EF1_1846
2008,2002,2013,EF1,P,1846,F,46.5,W,4.8,11.3,11.3,-100,1,0,TRUE,389,EF1_1846
2009,2002,2013,EF1,P,1846,F,46.5,W,4.8,14.7,14.7,-100,7,0,TRUE,390,EF1_1846
2011,2002,2013,EF1,P,1846,F,46.5,W,4.8,17.9,17.9,-100,16,9,TRUE,391,EF1_1846
2013,2002,2013,EF1,P,1846,F,46.5,W,4.8,18.2,18.2,-100,45,0,TRUE,392,EF1_1846
2002,2002,2014,EF1,P,1847,N,43.4,W,0.9,9.2,9.2,-100,0,0,TRUE,393,EF1_1847
2003,2002,2014,EF1,P,1847,F,43.4,W,0.9,9.2,9.2,-100,0,0,TRUE,394,EF1_1847
2005,2002,2014,EF1,P,1847,F,43.4,W,0.9,11.7,11.7,-100,0,0,TRUE,395,EF1_1847
2008,2002,2014,EF1,P,1847,F,43.4,W,0.9,7.7,9.885848471,-100,0,0,TRUE,396,EF1_1847
2009,2002,2014,EF1,P,1847,F,43.4,W,0.9,10,12.62101422,-100,5,0,TRUE,397,EF1_1847
2011,2002,2014,EF1,P,1847,F,43.4,W,0.9,10.3,16.98057714,-100,13,0,TRUE,398,EF1_1847
2013,2002,2014,EF1,P,1847,F,43.4,W,0.9,11.1,18.02359565,-100,20,0,TRUE,399,EF1_1847
2014,2002,2014,EF1,P,1847,F,43.4,W,0.9,11.1,24.6,-100,16,0,TRUE,400,EF1_1847
2013,2013,2014,EF1,O,4712,N,55.6,E,2.6,0.2,0.2,6,0,0,TRUE,401,EF1_4712
2014,2013,2014,EF1,O,4712,TR,55.6,E,2.6,0.2,0.2,7,0,0,TRUE,402,EF1_4712
2002,2002,2003,EF1,P,1093a,N,20.2,W,4,1.2,1.2,49,0,0,TRUE,403,EF1_1093a
2003,2002,2003,EF1,P,1093a,F,20.2,W,4,2.6,2.6,83,0,0,TRUE,404,EF1_1093a
2008,2002,2003,EF1,P,1093a,TR,20.2,W,4,-100,-100,-100,0,0,TRUE,405,EF1_1093a
2002,2002,2003,EF1,P,1175a,N,24.4,E,0,-100,-100,-100,0,0,TRUE,406,EF1_1175a
2003,2002,2003,EF1,P,1175a,TR,24.4,E,0,-100,-100,-100,0,0,TRUE,407,EF1_1175a
2002,2002,2003,EF1,P,1330a,N,30.4,E,3.7,-100,-100,-100,0,0,TRUE,408,EF1_1330a
2003,2002,2003,EF1,P,1330a,TR,30.4,E,3.7,-100,-100,-100,0,0,TRUE,409,EF1_1330a
2002,2002,2010,EF1,P,1331a,N,31.3,E,4.4,3,3,33,0,0,TRUE,410,EF1_1331a
2010,2002,2010,EF1,P,1331a,TR,31.3,E,4.4,-100,-100,-100,0,0,TRUE,411,EF1_1331a
2002,2002,2014,EF1,P,1336a,N,36.9,E,3.4,3.2,5.250714237,-100,0,0,TRUE,412,EF1_1336a
2003,2002,2014,EF1,P,1336a,F,36.9,E,3.4,4.2,6.818357573,-100,3,0,TRUE,413,EF1_1336a
2005,2002,2014,EF1,P,1336a,F,36.9,E,3.4,5.7,5.7,-100,0,0,TRUE,414,EF1_1336a
2008,2002,2014,EF1,P,1336a,F,36.9,E,3.4,7.9,7.9,-100,1,0,TRUE,415,EF1_1336a
2009,2002,2014,EF1,P,1336a,F,36.9,E,3.4,8.9,14.11559421,-100,2,0,TRUE,416,EF1_1336a
2011,2002,2014,EF1,P,1336a,F,36.9,E,3.4,11.3,17.83059169,-100,4,0,TRUE,417,EF1_1336a
2013,2002,2014,EF1,P,1336a,F,36.9,E,3.4,12.2,19.08402473,-100,12,0,TRUE,418,EF1_1336a
2014,2002,2014,EF1,P,1336a,F,36.9,E,3.4,12,30.2,-100,15,0,TRUE,419,EF1_1336a
2002,2002,2003,EF1,P,1338a,N,34.4,E,3.2,2.1,2.1,73,0,0,TRUE,420,EF1_1338a
2003,2002,2003,EF1,P,1338a,F,34.4,E,3.2,-100,-100,-100,0,0,TRUE,421,EF1_1338a
2002,2002,2009,EF1,P,1339a,N,39.4,E,3.1,0.9,0.9,-100,0,0,TRUE,422,EF1_1339a
2003,2002,2009,EF1,P,1339a,F,39.4,E,3.1,1.6,1.6,172,0,0,TRUE,423,EF1_1339a
2005,2002,2009,EF1,P,1339a,F,39.4,E,3.1,2.7,2.7,214,0,0,TRUE,424,EF1_1339a
2008,2002,2009,EF1,P,1339a,F,39.4,E,3.1,3.8,3.8,295,0,0,TRUE,425,EF1_1339a
2009,2002,2009,EF1,P,1339a,TR,39.4,E,3.1,-100,-100,-100,0,0,TRUE,426,EF1_1339a
2002,2002,2014,EF1,P,1340a,N,40.4,E,3.8,5,5,-100,0,0,TRUE,427,EF1_1340a
2003,2002,2014,EF1,P,1340a,F,40.4,E,3.8,6.2,6.2,-100,0,0,TRUE,428,EF1_1340a
2005,2002,2014,EF1,P,1340a,F,40.4,E,3.8,9.3,9.3,-100,0,0,TRUE,429,EF1_1340a
2008,2002,2014,EF1,P,1340a,F,40.4,E,3.8,11.6,11.6,-100,0,0,TRUE,430,EF1_1340a
2009,2002,2014,EF1,P,1340a,F,40.4,E,3.8,12.7,12.7,-100,0,0,TRUE,431,EF1_1340a
2011,2002,2014,EF1,P,1340a,F,40.4,E,3.8,17,17,-100,2,0,TRUE,432,EF1_1340a
2013,2002,2014,EF1,P,1340a,F,40.4,E,3.8,18,18,-100,7,0,TRUE,433,EF1_1340a
2014,2002,2014,EF1,P,1340a,F,40.4,E,3.8,18.9,18.9,-100,8,0,TRUE,434,EF1_1340a
2002,2002,2008,EF1,P,1346a,N,43.6,E,3.2,3.5,3.5,259,0,0,TRUE,435,EF1_1346a
2003,2002,2008,EF1,P,1346a,F,43.6,E,3.2,4.2,4.2,390,0,0,TRUE,436,EF1_1346a
2005,2002,2008,EF1,P,1346a,F,43.6,E,3.2,4.4,4.4,-100,0,0,TRUE,437,EF1_1346a
2008,2002,2008,EF1,P,1346a,F,43.6,E,3.2,6.2,6.2,-100,0,0,TRUE,438,EF1_1346a
2009,2002,2008,EF1,P,1346a,F,43.6,E,3.2,-100,-100,-100,0,0,TRUE,439,EF1_1346a
2011,2002,2008,EF1,P,1346a,F,43.6,E,3.2,-100,-100,-100,0,0,TRUE,440,EF1_1346a
2002,2002,2002,EF1,P,1354a,N,51.8,E,5,1.8,1.8,103,0,0,TRUE,441,EF1_1354a
2003,2002,2002,EF1,P,1354a,F,51.8,E,5,-100,-100,-100,0,0,TRUE,442,EF1_1354a
2005,2005,2014,EF1,P,1355a,F,55,E,4.2,8.6,8.6,-100,0,0,TRUE,443,EF1_1355a
2008,2005,2014,EF1,P,1355a,F,55,E,4.2,12.2,12.2,-100,0,0,TRUE,444,EF1_1355a
2009,2005,2014,EF1,P,1355a,F,55,E,4.2,14.7,14.7,-100,1,0,TRUE,445,EF1_1355a
2011,2005,2014,EF1,P,1355a,F,55,E,4.2,18,18,-100,1,0,TRUE,446,EF1_1355a
2013,2005,2014,EF1,P,1355a,F,55,E,4.2,18.6,18.6,-100,7,0,TRUE,447,EF1_1355a
2014,2005,2014,EF1,P,1355a,F,55,E,4.2,-100,0,-100,0,0,TRUE,448,EF1_1355a
2002,2002,2009,EF1,P,1357a,N,47.3,E,1.8,2.5,2.5,202,0,0,TRUE,449,EF1_1357a
2003,2002,2009,EF1,P,1357a,F,47.3,E,1.8,3.2,3.2,280,0,0,TRUE,450,EF1_1357a
2005,2002,2009,EF1,P,1357a,F,47.3,E,1.8,5.7,5.7,320,0,0,TRUE,451,EF1_1357a
2008,2002,2009,EF1,P,1357a,F,47.3,E,1.8,9,9,-100,0,0,TRUE,452,EF1_1357a
2009,2002,2009,EF1,P,1357a,F,47.3,E,1.8,7.5,7.5,-100,0,0,TRUE,453,EF1_1357a
2011,2002,2009,EF1,P,1357a,F,47.3,E,1.8,-100,-100,-100,0,0,TRUE,454,EF1_1357a
2002,2002,2003,EF1,P,1358a,N,48.3,E,1.4,-100,-100,-100,0,0,TRUE,455,EF1_1358a
2003,2002,2003,EF1,P,1358a,F,48.3,E,1.4,-100,-100,-100,0,0,TRUE,456,EF1_1358a
2002,2002,2003,EF1,P,1359a,N,47.1,E,0.7,1.9,1.9,125,0,0,TRUE,457,EF1_1359a
2003,2002,2003,EF1,P,1359a,F,47.1,E,0.7,-100,-100,-100,0,0,TRUE,458,EF1_1359a
2002,2002,2005,EF1,P,1360a,N,66.5,W,0.4,0.2,0.2,13,0,0,TRUE,459,EF1_1360a
2003,2002,2005,EF1,P,1360a,ND,66.5,W,0.4,-100,-100,-100,0,0,TRUE,460,EF1_1360a
2005,2002,2005,EF1,P,1360a,R,66.5,W,0.4,-100,-100,-100,0,0,TRUE,461,EF1_1360a
2002,2002,2003,EF1,P,1360b,N,46.3,E,0.6,4,4,189,0,0,TRUE,462,EF1_1360b
2003,2002,2003,EF1,P,1360b,F,46.3,E,0.6,-100,-100,-100,0,0,TRUE,463,EF1_1360b
2002,2002,2014,EF1,P,1363a,N,53.2,W,3,6.9,6.9,310,0,0,TRUE,464,EF1_1363a
2003,2002,2014,EF1,P,1363a,F,53.2,W,3,8,8,-100,0,0,TRUE,465,EF1_1363a
2005,2002,2014,EF1,P,1363a,F,53.2,W,3,10.4,10.4,-100,0,0,TRUE,466,EF1_1363a
2008,2002,2014,EF1,P,1363a,F,53.2,W,3,12.5,12.5,-100,0,0,TRUE,467,EF1_1363a
2009,2002,2014,EF1,P,1363a,F,53.2,W,3,13.9,13.9,-100,3,0,TRUE,468,EF1_1363a
2011,2002,2014,EF1,P,1363a,F,53.2,W,3,17.6,17.6,-100,16,6,TRUE,469,EF1_1363a
2013,2002,2014,EF1,P,1363a,F,53.2,W,3,18.2,18.2,-100,12,0,TRUE,470,EF1_1363a
2014,2002,2014,EF1,P,1363a,F,53.2,W,3,18.2,18.2,-100,11,0,TRUE,471,EF1_1363a
2002,2002,2009,EF1,P,1372a,N,44,W,3.1,3.1,3.1,222,0,0,TRUE,472,EF1_1372a
2003,2002,2009,EF1,P,1372a,F,44,W,3.1,4,4,331,0,0,TRUE,473,EF1_1372a
2005,2002,2009,EF1,P,1372a,F,44,W,3.1,7.1,7.1,-100,0,0,TRUE,474,EF1_1372a
2008,2002,2009,EF1,P,1372a,F,44,W,3.1,8.8,8.8,-100,0,0,TRUE,475,EF1_1372a
2009,2002,2009,EF1,P,1372a,F,44,W,3.1,-100,-100,-100,0,0,TRUE,476,EF1_1372a
2011,2002,2009,EF1,P,1372a,F,44,W,3.1,-100,-100,-100,0,0,TRUE,477,EF1_1372a
2002,2002,2003,EF1,P,1373a,N,45,W,4,0.5,0.5,37,0,0,TRUE,478,EF1_1373a
2003,2002,2003,EF1,P,1373a,TR,45,W,4,-100,-100,37,0,0,TRUE,479,EF1_1373a
2002,2002,2003,EF1,P,1375a,N,43.9,W,0.4,-100,-100,-100,0,0,TRUE,480,EF1_1375a
2003,2002,2003,EF1,P,1375a,TR,43.9,W,0.4,-100,-100,-100,0,0,TRUE,481,EF1_1375a
