yr,InitYear,YearDead,Site,spp,TagNo,TagStatus,Tapedist,Direction,dist,dbh1,tdbh,ht1,Cones,FYC,FALSE,order,site_tag
2014,2002,-100,OP,P,268,F,71,W,9.3,15.5,15.5,-100,1,0,TRUE,7356,OP_268
2002,2002,2014,OP,P,269,N,71.1,W,3.3,61.1,61.1,-100,150,0,TRUE,7357,OP_269
2003,2002,2014,OP,P,269,F,71.1,W,3.3,61.3,61.3,-100,100,0,TRUE,7358,OP_269
2005,2002,2014,OP,P,269,F,71.1,W,3.3,62.2,62.2,-100,100,0,TRUE,7359,OP_269
2006,2002,2014,OP,P,269,F,71.1,W,3.3,62.45,62.45,-100,0,0,TRUE,7360,OP_269
2007,2002,2014,OP,P,269,F,71.1,W,3.3,62.7,62.7,-100,80,0,TRUE,7361,OP_269
2009,2002,2014,OP,P,269,F,71.1,W,3.3,62,62,-100,70,0,TRUE,7362,OP_269
2011,2002,2014,OP,P,269,F,71.1,W,3.3,63.1,63.1,-100,48,0,TRUE,7363,OP_269
2013,2002,2014,OP,P,269,F,71.1,W,3.3,64.6,64.6,-100,70,0,TRUE,7364,OP_269
2014,2002,2014,OP,P,269,F,71.1,W,3.3,63.8,63.8,-100,75,0,TRUE,7365,OP_269
2002,2002,2003,OP,P,270,N,75.5,W,3.3,0.5,0.5,39,0,0,TRUE,7366,OP_270
2003,2002,2003,OP,P,270,F,75.5,W,3.3,0.3,0.3,39,0,0,TRUE,7367,OP_270
2005,2002,2003,OP,P,270,R,75.5,W,3.3,-100,-100,-100,0,0,TRUE,7368,OP_270
2002,2002,2007,OP,P,271,N,76.9,W,3.3,0.6,0.6,36,0,0,TRUE,7369,OP_271
2003,2002,2007,OP,P,271,F,76.9,W,3.3,0.7,0.7,48,0,0,TRUE,7370,OP_271
2005,2002,2007,OP,P,271,F,76.9,W,3.3,0.6,0.6,43,0,0,TRUE,7371,OP_271
2007,2002,2007,OP,P,271,TR,76.9,W,3.3,-100,-100,-100,0,0,TRUE,7372,OP_271
2002,2002,2003,OP,P,272,N,75.8,W,1.5,0.3,0.3,14,0,0,TRUE,7373,OP_272
2003,2002,2003,OP,P,272,F,75.8,W,1.5,0.1,0.1,13,0,0,TRUE,7374,OP_272
2005,2002,2003,OP,P,272,R,75.8,W,1.5,-100,-100,-100,0,0,TRUE,7375,OP_272
2002,2002,2003,OP,P,273,N,75.7,W,0.9,0.4,0.4,27,0,0,TRUE,7376,OP_273
2003,2002,2003,OP,P,273,F,75.7,W,0.9,0.2,0.2,274,0,0,TRUE,7377,OP_273
2005,2002,2003,OP,P,273,R,75.7,W,0.9,-100,-100,-100,0,0,TRUE,7378,OP_273
2002,2002,2003,OP,P,274,N,77.9,W,1.5,0.4,0.4,24,0,0,TRUE,7379,OP_274
2003,2002,2003,OP,P,274,F,77.9,W,1.5,0.3,0.3,23,0,0,TRUE,7380,OP_274
2005,2002,2003,OP,P,274,R,77.9,W,1.5,-100,-100,-100,0,0,TRUE,7381,OP_274
2002,2002,2002,OP,P,275,N,77.8,W,0.9,0.3,0.3,26,0,0,TRUE,7382,OP_275
2003,2002,2002,OP,P,275,R,77.8,W,0.9,-100,-100,-100,0,0,TRUE,7383,OP_275
2002,2002,2014,OP,P,276,N,79.7,W,4.8,71.8,71.8,-100,80,0,TRUE,7384,OP_276
2003,2002,2014,OP,P,276,F,79.7,W,4.8,72.4,72.4,-100,50,0,TRUE,7385,OP_276
2005,2002,2014,OP,P,276,F,79.7,W,4.8,75,75,-100,85,0,TRUE,7386,OP_276
2006,2002,2014,OP,P,276,F,79.7,W,4.8,76,76.48503122,-100,50,0,TRUE,7387,OP_276
2007,2002,2014,OP,P,276,F,79.7,W,4.8,76,76.51934396,-100,70,0,TRUE,7388,OP_276
2009,2002,2014,OP,P,276,F,79.7,W,4.8,76.3,76.81731576,-100,85,0,TRUE,7389,OP_276
2011,2002,2014,OP,P,276,F,79.7,W,4.8,76.5,77.00448039,-100,70,0,TRUE,7390,OP_276
2013,2002,2014,OP,P,276,F,79.7,W,4.8,76.9,76.9,-100,70,0,TRUE,7391,OP_276
2014,2002,2014,OP,P,276,F,79.7,W,4.8,77,77,-100,70,0,TRUE,7392,OP_276
2002,2002,2014,OP,P,277,N,80.4,W,2.8,30.7,30.7,-100,12,0,TRUE,7393,OP_277
2003,2002,2014,OP,P,277,F,80.4,W,2.8,32.2,32.2,-100,10,0,TRUE,7394,OP_277
2005,2002,2014,OP,P,277,F,80.4,W,2.8,32.4,32.4,-100,14,0,TRUE,7395,OP_277
2006,2002,2014,OP,P,277,F,80.4,W,2.8,34.4,34.4,-100,0,0,TRUE,7396,OP_277
2007,2002,2014,OP,P,277,F,80.4,W,2.8,34.6,34.6,-100,22,0,TRUE,7397,OP_277
2009,2002,2014,OP,P,277,F,80.4,W,2.8,35.4,35.4,-100,12,0,TRUE,7398,OP_277
2011,2002,2014,OP,P,277,F,80.4,W,2.8,36.4,36.4,-100,13,0,TRUE,7399,OP_277
2013,2002,2014,OP,P,277,F,80.4,W,2.8,36.2,36.2,-100,2,0,TRUE,7400,OP_277
2014,2002,2014,OP,P,277,F,80.4,W,2.8,35.6,35.6,-100,15,0,TRUE,7401,OP_277
2002,2002,-100,OP,O,278,N,81,W,4.5,12.2,20.60097085,-100,0,0,TRUE,7402,OP_278
2003,2002,-100,OP,O,278,F,81,W,4.5,12.1,20.46118276,-100,0,0,TRUE,7403,OP_278
2005,2002,-100,OP,O,278,F,81,W,4.5,11.7,20.30886506,-100,0,0,TRUE,7404,OP_278
2006,2002,-100,OP,O,278,F,81,W,4.5,13,21.56014842,-100,0,0,TRUE,7405,OP_278
2007,2002,-100,OP,O,278,F,81,W,4.5,12.9,21.34033739,-100,0,0,TRUE,7406,OP_278
2009,2002,-100,OP,O,278,F,81,W,4.5,13.3,21.82154898,-100,0,0,TRUE,7407,OP_278
2011,2002,-100,OP,O,278,F,81,W,4.5,13.2,21.92008212,-100,0,0,TRUE,7408,OP_278
2013,2002,-100,OP,O,278,F,81,W,4.5,12.8,21.60092591,-100,0,0,TRUE,7409,OP_278
2014,2002,-100,OP,O,278,F,81,W,4.5,12.9,30.3,-100,0,0,TRUE,7410,OP_278
2002,2002,2002,OP,P,279,N,83.7,W,3.3,56.2,56.2,-100,0,0,TRUE,7411,OP_279
2003,2002,2002,OP,P,279,F,83.7,W,3.3,56.1,56.1,-100,0,0,TRUE,7412,OP_279
2002,2002,-100,OP,O,280,N,85.7,W,2.8,25.3,34.81580101,-100,0,0,TRUE,7413,OP_280
2003,2002,-100,OP,O,280,F,85.7,W,2.8,25.2,34.29052347,-100,0,0,TRUE,7414,OP_280
2005,2002,-100,OP,O,280,F,85.7,W,2.8,25.7,34.88753359,-100,0,0,TRUE,7415,OP_280
2006,2002,-100,OP,O,280,F,85.7,W,2.8,25.5,35.2591832,-100,0,0,TRUE,7416,OP_280
2007,2002,-100,OP,O,280,F,85.7,W,2.8,25.7,35.34939886,-100,0,0,TRUE,7417,OP_280
2009,2002,-100,OP,O,280,F,85.7,W,3.8,26,35.99583309,-100,0,0,TRUE,7418,OP_280
2011,2002,-100,OP,O,280,F,85.7,W,3.8,26,36.0111094,-100,0,0,TRUE,7419,OP_280
2013,2002,-100,OP,O,280,F,85.7,W,3.8,25.9,35.73583636,-100,0,0,TRUE,7420,OP_280
2014,2002,-100,OP,O,280,F,85.7,W,3.8,25.7,60.7,-100,0,0,TRUE,7421,OP_280
2002,2002,-100,OP,O,281,N,87.2,W,9.2,33.3,33.3,-100,0,0,TRUE,7422,OP_281
2003,2002,-100,OP,O,281,F,87.2,W,9.2,33.1,33.1,-100,0,0,TRUE,7423,OP_281
2005,2002,-100,OP,O,281,F,87.2,W,9.2,33.3,33.3,-100,0,0,TRUE,7424,OP_281
2006,2002,-100,OP,O,281,F,87.2,W,9.2,33.6,33.6,-100,0,0,TRUE,7425,OP_281
2007,2002,-100,OP,O,281,F,87.2,W,9.2,33.4,33.4,-100,0,0,TRUE,7426,OP_281
2009,2002,-100,OP,O,281,F,87.2,W,9.2,33.3,33.3,-100,0,0,TRUE,7427,OP_281
2011,2002,-100,OP,O,281,F,87.2,W,9.2,33.5,33.5,-100,0,0,TRUE,7428,OP_281
2013,2002,-100,OP,O,281,F,87.2,W,9.2,33.5,33.5,-100,0,0,TRUE,7429,OP_281
2014,2002,-100,OP,O,281,F,87.2,W,9.2,33.7,33.7,-100,0,0,TRUE,7430,OP_281
2002,2002,-100,OP,P,282,N,89.3,W,1,12.1,12.1,-100,0,0,TRUE,7431,OP_282
2003,2002,-100,OP,P,282,F,89.3,W,1,12.7,12.7,-100,0,0,TRUE,7432,OP_282
2005,2002,-100,OP,P,282,F,89.3,W,1,12.9,12.9,-100,5,0,TRUE,7433,OP_282
2006,2002,-100,OP,P,282,F,89.3,W,1,13.2,13.2,-100,0,0,TRUE,7434,OP_282
2007,2002,-100,OP,P,282,F,89.3,W,1,13.2,13.2,-100,1,0,TRUE,7435,OP_282
2009,2002,-100,OP,P,282,F,89.3,W,1,13.7,13.7,-100,5,0,TRUE,7436,OP_282
2011,2002,-100,OP,P,282,F,89.3,W,1,15.2,15.2,-100,1,0,TRUE,7437,OP_282
2013,2002,-100,OP,P,282,F,89.3,W,1,15.6,15.6,-100,1,0,TRUE,7438,OP_282
2014,2002,-100,OP,P,282,F,89.3,W,1,15.8,15.8,-100,0,0,TRUE,7439,OP_282
2002,2002,-100,OP,P,283,N,90.4,W,2.3,18.9,18.9,-100,15,0,TRUE,7440,OP_283
2003,2002,-100,OP,P,283,F,90.4,W,2.3,20.7,20.7,-100,15,0,TRUE,7441,OP_283
2005,2002,-100,OP,P,283,F,90.4,W,2.3,21.7,21.7,-100,6,0,TRUE,7442,OP_283
2006,2002,-100,OP,P,283,F,90.4,W,2.3,24.8,24.8,-100,4,0,TRUE,7443,OP_283
2007,2002,-100,OP,P,283,F,90.4,W,2.3,25,25,-100,7,0,TRUE,7444,OP_283
2009,2002,-100,OP,P,283,F,90.4,W,2.3,26.8,26.8,-100,7,0,TRUE,7445,OP_283
2011,2002,-100,OP,P,283,F,90.4,W,2.3,29,29,-100,35,0,TRUE,7446,OP_283
2013,2002,-100,OP,P,283,F,90.4,W,2.3,19.7,19.7,-100,21,0,TRUE,7447,OP_283
2014,2002,-100,OP,P,283,F,90.4,W,2.3,29.9,29.9,-100,30,0,TRUE,7448,OP_283
2002,2002,-100,OP,P,284,N,90.6,E,0.8,9.7,9.7,-100,6,0,TRUE,7449,OP_284
2003,2002,-100,OP,P,284,F,90.6,E,0.8,10.3,10.3,-100,6,0,TRUE,7450,OP_284
2005,2002,-100,OP,P,284,F,90.6,E,0.8,10.6,10.6,-100,4,0,TRUE,7451,OP_284
2006,2002,-100,OP,P,284,F,90.6,E,0.8,12,12,-100,0,0,TRUE,7452,OP_284
2007,2002,-100,OP,P,284,F,90.6,E,0.8,12,12,-100,4,0,TRUE,7453,OP_284
2009,2002,-100,OP,P,284,F,90.6,E,0.8,12.8,12.8,-100,1,0,TRUE,7454,OP_284
2011,2002,-100,OP,P,284,F,90.6,E,0.8,13.6,13.6,-100,1,0,TRUE,7455,OP_284
2013,2002,-100,OP,P,284,F,90.6,E,0.8,14.3,14.3,-100,1,0,TRUE,7456,OP_284
2014,2002,-100,OP,P,284,F,90.6,E,0.8,14.5,14.5,-100,1,0,TRUE,7457,OP_284
2002,2002,-100,OP,P,285,N,90.8,E,8.8,2.4,2.4,-100,0,0,TRUE,7458,OP_285
2003,2002,-100,OP,P,285,F,90.8,E,8.8,2.7,2.7,-100,0,0,TRUE,7459,OP_285
2005,2002,-100,OP,P,285,F,90.8,E,8.8,2.8,2.8,-100,0,0,TRUE,7460,OP_285
2006,2002,-100,OP,P,285,F,90.8,E,8.8,2.9,2.9,-100,0,0,TRUE,7461,OP_285
2007,2002,-100,OP,P,285,F,90.8,E,8.8,3,3,-100,0,0,TRUE,7462,OP_285
2009,2002,-100,OP,P,285,F,90.8,E,8.8,3,3,-100,0,0,TRUE,7463,OP_285
2011,2002,-100,OP,P,285,F,90.8,E,8.8,3.1,3.1,-100,0,0,TRUE,7464,OP_285
2013,2002,-100,OP,P,285,F,90.8,E,8.8,3.1,3.1,-100,0,0,TRUE,7465,OP_285
2014,2002,-100,OP,P,285,F,90.8,E,8.8,3.3,3.3,-100,0,0,TRUE,7466,OP_285
2002,2002,2009,OP,P,286,N,90.1,E,4.9,2.2,2.2,377,0,0,TRUE,7467,OP_286
2003,2002,2009,OP,P,286,F,90.1,E,4.9,2.5,2.5,-100,0,0,TRUE,7468,OP_286
2005,2002,2009,OP,P,286,F,90.1,E,4.9,2.5,2.5,-100,0,0,TRUE,7469,OP_286
2006,2002,2009,OP,P,286,F,90.1,E,4.9,2.6,2.6,-100,0,0,TRUE,7470,OP_286
2007,2002,2009,OP,P,286,F,90.1,E,4.9,2.8,2.8,-100,0,0,TRUE,7471,OP_286
2009,2002,2009,OP,P,286,TR,90.1,E,4.9,-100,-100,-100,0,0,TRUE,7472,OP_286
2002,2002,-100,OP,P,287,N,88.6,E,9.5,2.2,2.2,303,0,0,TRUE,7473,OP_287
2003,2002,-100,OP,P,287,F,88.6,E,9.5,2.7,2.7,-100,0,0,TRUE,7474,OP_287
2005,2002,-100,OP,P,287,F,88.6,E,9.5,2.6,2.6,-100,0,0,TRUE,7475,OP_287
2006,2002,-100,OP,P,287,F,88.6,E,9.5,3.2,3.2,-100,0,0,TRUE,7476,OP_287
2007,2002,-100,OP,P,287,F,88.6,E,9.5,3.3,3.3,-100,0,0,TRUE,7477,OP_287
2009,2002,-100,OP,P,287,F,88.6,E,9.5,4,4,-100,0,0,TRUE,7478,OP_287
2011,2002,-100,OP,P,287,F,88.6,E,9.5,4.9,4.9,-100,0,0,TRUE,7479,OP_287
2013,2002,-100,OP,P,287,F,88.6,E,9.5,5.5,5.5,-100,0,0,TRUE,7480,OP_287
2014,2002,-100,OP,P,287,F,88.6,E,9.5,5.6,5.6,-100,0,0,TRUE,7481,OP_287
2002,2002,-100,OP,O,288,N,87.6,E,3.8,25.9,37.57073329,-100,0,0,TRUE,7482,OP_288
2003,2002,-100,OP,O,288,F,87.6,E,3.8,16.1,37.71630947,-100,0,0,TRUE,7483,OP_288
2005,2002,-100,OP,O,288,F,87.6,E,3.8,16,38.17446791,-100,0,0,TRUE,7484,OP_288
2006,2002,-100,OP,O,288,F,87.6,E,3.8,26.4,40.06781751,-100,0,0,TRUE,7485,OP_288
2007,2002,-100,OP,O,288,F,87.6,E,3.8,26.6,39.92305099,-100,0,0,TRUE,7486,OP_288
2009,2002,-100,OP,O,288,F,87.6,E,3.8,26.5,39.84105922,-100,0,0,TRUE,7487,OP_288
2011,2002,-100,OP,O,288,F,87.6,E,3.8,26.8,40.34724278,-100,0,0,TRUE,7488,OP_288
2013,2002,-100,OP,O,288,F,87.6,E,3.8,26.9,39.94033049,-100,0,0,TRUE,7489,OP_288
2014,2002,-100,OP,O,288,F,87.6,E,3.8,26.8,84.7,-100,0,0,TRUE,7490,OP_288
2002,2002,2002,OP,P,289,N,89.3,E,0.1,57.3,57.3,-100,0,0,TRUE,7491,OP_289
2003,2002,2002,OP,P,289,F,89.3,E,0.1,53.3,53.3,-100,0,0,TRUE,7492,OP_289
2002,2002,-100,OP,O,290,N,87.5,E,0.8,9.7,9.7,-100,0,0,TRUE,7493,OP_290
2003,2002,-100,OP,O,290,F,87.5,E,0.8,9.7,9.7,-100,0,0,TRUE,7494,OP_290
2005,2002,-100,OP,O,290,F,87.5,E,0.8,9.5,9.5,-100,0,0,TRUE,7495,OP_290
2006,2002,-100,OP,O,290,F,87.5,E,0.8,9.9,9.9,-100,0,0,TRUE,7496,OP_290
2007,2002,-100,OP,O,290,F,87.5,E,0.8,10.2,10.2,-100,0,0,TRUE,7497,OP_290
2009,2002,-100,OP,O,290,F,87.5,E,0.8,10.8,10.8,-100,0,0,TRUE,7498,OP_290
2011,2002,-100,OP,O,290,F,87.5,E,0.8,9.8,9.8,-100,0,0,TRUE,7499,OP_290
2013,2002,-100,OP,O,290,F,87.5,E,0.8,9.9,9.9,-100,0,0,TRUE,7500,OP_290
2014,2002,-100,OP,O,290,F,87.5,E,0.8,9.8,9.8,-100,0,0,TRUE,7501,OP_290
2002,2002,2005,OP,O,291,N,83.8,E,0.9,0.8,0.8,9,0,0,TRUE,7502,OP_291
2003,2002,2005,OP,O,291,F,83.8,E,0.9,0.6,0.6,12,0,0,TRUE,7503,OP_291
2005,2002,2005,OP,O,291,F,83.8,E,0.9,-100,-100,-100,0,0,TRUE,7504,OP_291
2006,2002,2005,OP,O,291,TR,83.8,E,0.9,-100,-100,-100,0,0,TRUE,7505,OP_291
2007,2002,2005,OP,O,291,NF,83.8,E,0.9,-100,-100,-100,0,0,TRUE,7506,OP_291
2009,2002,2005,OP,O,291,NF,83.8,E,0.9,-100,-100,-100,0,0,TRUE,7507,OP_291
2011,2002,2005,OP,O,291,NF,83.8,E,0.9,-100,-100,-100,0,0,TRUE,7508,OP_291
2002,2002,2005,OP,P,292,N,82.9,E,1.6,0.4,0.4,35,0,0,TRUE,7509,OP_292
2003,2002,2005,OP,P,292,F,82.9,E,1.6,0.4,0.4,44,0,0,TRUE,7510,OP_292
2005,2002,2005,OP,P,292,F,82.9,E,1.6,0.4,0.4,41,0,0,TRUE,7511,OP_292
2006,2002,2005,OP,P,292,TR,82.9,E,1.6,-100,-100,-100,0,0,TRUE,7512,OP_292
2007,2002,2005,OP,P,292,NF,82.9,E,1.6,-100,-100,-100,0,0,TRUE,7513,OP_292
2009,2002,2005,OP,P,292,NF,82.9,E,1.6,-100,-100,-100,0,0,TRUE,7514,OP_292
2011,2002,2005,OP,P,292,NF,82.9,E,1.6,-100,-100,-100,0,0,TRUE,7515,OP_292
2002,2002,-100,OP,O,293,N,82.2,E,8,14.1,19.94041123,-100,0,0,TRUE,7516,OP_293
2003,2002,-100,OP,O,293,F,82.2,E,8,14.1,20.01124684,-100,0,0,TRUE,7517,OP_293
2005,2002,-100,OP,O,293,F,82.2,E,8,14.2,20.29507329,-100,0,0,TRUE,7518,OP_293
2006,2002,-100,OP,O,293,F,82.2,E,8,14.5,20.57692883,-100,0,0,TRUE,7519,OP_293
2007,2002,-100,OP,O,293,F,82.2,E,8,14.2,20.22374842,-100,0,0,TRUE,7520,OP_293
2009,2002,-100,OP,O,293,F,82.2,E,8,14.5,20.64800232,-100,0,0,TRUE,7521,OP_293
2011,2002,-100,OP,O,293,F,82.2,E,8,14.5,20.71931466,-100,0,0,TRUE,7522,OP_293
2013,2002,-100,OP,O,293,F,82.2,E,8,14.2,20.36663939,-100,0,0,TRUE,7523,OP_293
2014,2002,-100,OP,O,293,F,82.2,E,8,14.4,28.8,-100,0,0,TRUE,7524,OP_293
2002,2002,-100,OP,O,294,N,79.5,E,7,32.6,32.6,-100,0,0,TRUE,7525,OP_294
2003,2002,-100,OP,O,294,F,79.5,E,7,33.3,33.3,-100,0,0,TRUE,7526,OP_294
2005,2002,-100,OP,O,294,F,79.5,E,7,33.6,33.6,-100,0,0,TRUE,7527,OP_294
2006,2002,-100,OP,O,294,F,79.5,E,7,35,35,-100,0,0,TRUE,7528,OP_294
2007,2002,-100,OP,O,294,F,79.5,E,7,34.7,34.7,-100,0,0,TRUE,7529,OP_294
2009,2002,-100,OP,O,294,F,79.5,E,7,35.4,35.4,-100,0,0,TRUE,7530,OP_294
2011,2002,-100,OP,O,294,F,79.5,E,7,35.9,35.9,-100,0,0,TRUE,7531,OP_294
2013,2002,-100,OP,O,294,F,79.5,E,7,35.9,35.9,-100,0,0,TRUE,7532,OP_294
2014,2002,-100,OP,O,294,F,79.5,E,7,36.1,36.1,-100,0,0,TRUE,7533,OP_294
2002,2002,2014,OP,O,295,N,81,E,1,0.9,0.9,22,0,0,TRUE,7534,OP_295
2003,2002,2014,OP,O,295,F,81,E,1,0.5,0.5,22,0,0,TRUE,7535,OP_295
2005,2002,2014,OP,O,295,F,81,E,1,0.4,0.565685425,22,0,0,TRUE,7536,OP_295
2006,2002,2014,OP,O,295,F,81,E,1,0.6,0.781024968,23,0,0,TRUE,7537,OP_295
2007,2002,2014,OP,O,295,F,81,E,1,0.6,0.848528137,23,0,0,TRUE,7538,OP_295
2009,2002,2014,OP,O,295,F,81,E,1,0.7,0.761577311,20,0,0,TRUE,7539,OP_295
2011,2002,2014,OP,O,295,F,81,E,1,0.7,0.921954446,15,0,0,TRUE,7540,OP_295
2013,2002,2014,OP,O,295,F,81,E,1,0.6,0.848528137,15,0,0,TRUE,7541,OP_295
2014,2002,2014,OP,O,295,TR,81,E,1,0.6,1.1,16,0,0,TRUE,7542,OP_295
2002,2002,2003,OP,P,296,N,80.9,E,3,0.4,0.4,8,0,0,TRUE,7543,OP_296
2003,2002,2003,OP,P,296,NF,80.9,E,3,-100,-100,-100,0,0,TRUE,7544,OP_296
2005,2002,2003,OP,P,296,NF,80.9,E,3,-100,-100,-100,0,0,TRUE,7545,OP_296
2007,2002,2003,OP,P,296,TR,80.9,E,3,-100,-100,-100,0,0,TRUE,7546,OP_296
2002,2002,2006,OP,P,297,N,79.6,E,4.3,0.3,0.3,19,0,0,TRUE,7547,OP_297
2003,2002,2006,OP,P,297,F,79.6,E,4.3,-100,-100,-100,0,0,TRUE,7548,OP_297
2005,2002,2006,OP,P,297,NF,79.6,E,4.3,-100,-100,-100,0,0,TRUE,7549,OP_297
2006,2002,2006,OP,P,297,TR,79.6,E,4.3,-100,-100,-100,0,0,TRUE,7550,OP_297
2007,2002,2006,OP,P,297,NF,79.6,E,4.3,-100,-100,-100,0,0,TRUE,7551,OP_297
2009,2002,2006,OP,P,297,NF,79.6,E,4.3,-100,-100,-100,0,0,TRUE,7552,OP_297
2011,2002,2006,OP,P,297,NF,79.6,E,4.3,-100,-100,-100,0,0,TRUE,7553,OP_297
2002,2002,2003,OP,O,298,N,77.6,E,4.6,0.3,0.3,5,0,0,TRUE,7554,OP_298
2003,2002,2003,OP,O,298,F,77.6,E,4.6,0.2,0.2,4,0,0,TRUE,7555,OP_298
2002,2002,2003,OP,P,299,N,78.9,E,3.5,0.4,0.4,14,0,0,TRUE,7556,OP_299
2003,2002,2003,OP,P,299,NF,78.9,E,3.5,-100,-100,-100,0,0,TRUE,7557,OP_299
2005,2002,2003,OP,P,299,NF,78.9,E,3.5,-100,-100,-100,0,0,TRUE,7558,OP_299
2007,2002,2003,OP,P,299,TR,78.9,E,3.5,-100,-100,-100,0,0,TRUE,7559,OP_299
2002,2002,2014,OP,P,300,N,77.8,E,0.9,73,73,-100,100,0,TRUE,7560,OP_300
2003,2002,2014,OP,P,300,F,77.8,E,0.9,71.7,71.7,-100,100,0,TRUE,7561,OP_300
2005,2002,2014,OP,P,300,F,77.8,E,0.9,74,74,-100,120,0,TRUE,7562,OP_300
2006,2002,2014,OP,P,300,F,77.8,E,0.9,75.3,75.3,-100,100,0,TRUE,7563,OP_300
2007,2002,2014,OP,P,300,F,77.8,E,0.9,75.5,75.5,-100,116,0,TRUE,7564,OP_300
2009,2002,2014,OP,P,300,F,77.8,E,0.9,76,76,-100,80,0,TRUE,7565,OP_300
2011,2002,2014,OP,P,300,F,77.8,E,0.9,78.4,78.4,-100,80,0,TRUE,7566,OP_300
2013,2002,2014,OP,P,300,F,77.8,E,0.9,76.7,76.7,-100,110,0,TRUE,7567,OP_300
2014,2002,2014,OP,P,300,F,77.8,E,0.9,77.1,77.1,-100,210,0,TRUE,7568,OP_300
2004,2004,2005,OP,P,1598,N,5.1,E,2.1,0.1,0.1,4,0,0,TRUE,7569,OP_1598
2005,2004,2005,OP,P,1598,R,5.1,E,2.1,-100,-100,-100,0,0,TRUE,7570,OP_1598
2004,2004,2005,OP,P,1599,N,5.5,E,0.9,0.1,0.1,6,0,0,TRUE,7571,OP_1599
2005,2004,2005,OP,P,1599,NF,5.5,E,0.9,-100,-100,-100,0,0,TRUE,7572,OP_1599
2004,2004,2004,OP,P,1600,N,29.7,W,0.6,0.1,0.1,7,0,0,TRUE,7573,OP_1600
2004,2004,2004,OP,P,1600,NF,29.7,W,0.6,-100,-100,-100,0,0,TRUE,7574,OP_1600
2006,2004,2004,OP,P,1600,NF,29.7,W,0.6,-100,-100,-100,0,0,TRUE,7575,OP_1600
2003,2003,2004,OP,P,1624,N,22,W,1,0.1,0.1,11,0,0,TRUE,7576,OP_1624
2004,2003,2004,OP,P,1624,TR,22,W,1,-100,-100,-100,0,0,TRUE,7577,OP_1624
2005,2003,2004,OP,P,1624,R,22,W,1,-100,-100,-100,0,0,TRUE,7578,OP_1624
2003,2003,2005,OP,P,1625,N,22.1,W,1.3,0.2,0.2,13,0,0,TRUE,7579,OP_1625
2004,2003,2005,OP,P,1625,F,22.1,W,1.3,0.3,0.3,10,0,0,TRUE,7580,OP_1625
2005,2003,2005,OP,P,1625,NF,22.1,W,1.3,-100,-100,-100,0,0,TRUE,7581,OP_1625
2006,2003,2005,OP,P,1625,ND,22.1,W,1.3,-100,-100,-100,0,0,TRUE,7582,OP_1625
2007,2003,2005,OP,P,1625,NF,22.1,W,1.3,-100,-100,-100,0,0,TRUE,7583,OP_1625
2009,2003,2005,OP,P,1625,NF,22.1,W,1.3,-100,-100,-100,0,0,TRUE,7584,OP_1625
2011,2003,2005,OP,P,1625,NF^3,22.1,W,1.3,-100,-100,-100,0,0,TRUE,7585,OP_1625
2003,2003,2004,OP,P,1626,N,24,W,0.4,0.1,0.1,8,0,0,TRUE,7586,OP_1626
2004,2003,2004,OP,P,1626,TR,24,W,0.4,-100,-100,-100,0,0,TRUE,7587,OP_1626
2005,2003,2004,OP,P,1626,R,24,W,0.4,-100,-100,-100,0,0,TRUE,7588,OP_1626
2003,2003,2004,OP,P,1627,N,23.9,W,1.3,0.1,0.1,7,0,0,TRUE,7589,OP_1627
2004,2003,2004,OP,P,1627,TR,23.9,W,1.3,-100,-100,-100,0,0,TRUE,7590,OP_1627
2005,2003,2004,OP,P,1627,R,23.9,W,1.3,-100,-100,-100,0,0,TRUE,7591,OP_1627
2003,2003,2004,OP,P,1628,N,24.3,W,2.6,0.1,0.1,9,0,0,TRUE,7592,OP_1628
2004,2003,2004,OP,P,1628,TR,24.3,W,2.6,-100,-100,-100,0,0,TRUE,7593,OP_1628
2005,2003,2004,OP,P,1628,NF,24.3,W,2.6,-100,-100,-100,0,0,TRUE,7594,OP_1628
2006,2003,2004,OP,P,1628,ND,24.3,W,2.6,-100,-100,-100,0,0,TRUE,7595,OP_1628
2007,2003,2004,OP,P,1628,TR,24.3,W,2.6,-100,-100,-100,0,0,TRUE,7596,OP_1628
2003,2003,2004,OP,P,1629,N,24.7,W,2.8,0.1,0.1,6,0,0,TRUE,7597,OP_1629
2004,2003,2004,OP,P,1629,TR,24.7,W,2.8,-100,-100,-100,0,0,TRUE,7598,OP_1629
2005,2003,2004,OP,P,1629,R,24.7,W,2.8,-100,-100,-100,0,0,TRUE,7599,OP_1629
2003,2003,2004,OP,P,1630,N,25.8,W,3.7,0.1,0.1,6,0,0,TRUE,7600,OP_1630
2004,2003,2004,OP,P,1630,TR,25.8,W,3.7,-100,-100,-100,0,0,TRUE,7601,OP_1630
2005,2003,2004,OP,P,1630,R,25.8,W,3.7,-100,-100,-100,0,0,TRUE,7602,OP_1630
2003,2003,2004,OP,P,1631,N,26.3,W,3.1,0.1,0.1,5,0,0,TRUE,7603,OP_1631
2004,2003,2004,OP,P,1631,TR,26.3,W,3.1,-100,-100,-100,0,0,TRUE,7604,OP_1631
2005,2003,2004,OP,P,1631,R,26.3,W,3.1,-100,-100,-100,0,0,TRUE,7605,OP_1631
2003,2003,2004,OP,P,1632,N,25.6,W,3.8,0.1,0.1,11,0,0,TRUE,7606,OP_1632
